"updated","url","name","score","phase","progress","summary","hashtag","contact_url","image_url","source_url","webpage_url","maintainer","event_url","event_name"
27.11.20,"https://hack.opendata.ch/project/656","12: Find energy inefficient buildings in the city of Lucerne","84","Researching","0","Improve the process of analysing building structures.",,"https://github.com/Duneyr4/Analysis-of-energy-inefficient-buildings/issues",,"https://github.com/Duneyr4/Analysis-of-energy-inefficient-buildings","https://docs.google.com/presentation/d/e/2PACX-1vSESN-siT1g3AzMzW3J9kHBVcmrXmLhrmuOwVFW_g_7oMxDL3PaWeYR4bEeSOv5R_XvxEyfFpa86iel/embed?start=true&loop=false&delayms=3000","lucacelli","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/605","08. Open Social Spaces ","67","Researching","0","Organisation of Open Social Spaces using the example of the ""Rüteliwiese"" in Horw",,"https://opendatahackdays.slack.com/archives/C01E1SG3HU1","https://github.com/caro-mat/open-data-challenge/blob/main/rueteliwiese.png?raw=true","https://drive.google.com/drive/folders/1EjHhKTdJBoTQOR4ixE-xqiE1H8m8XJ8T","https://star.cyon.site/","Sany","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/615","04: Consumer behavior of the population in the canton of Lucerne","61","Researching","0","Different persona are to be compiled on the basis of data from Bfs and LuStat to raise awareness of environmental issues",,"https://opendatahackdays.slack.com/archives/C01BVQEJHMM","https://cdn.pixabay.com/photo/2016/01/27/22/10/shopping-1165437_960_720.jpg","https://github.com/G-Unit-777/consumer_behavior_lucerne",,"AR8","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/657","103 - Geovisualization of simulated building energy demands","56","Researching","0","Interactive visualization of the energy use of buildings based on energy simulation data",,"https://opendatahackdays.slack.com/archives/C01FGHRDNU9",,,,"odermattmi","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/617","102: Small Neighbourhoods","55","Researching","0","Visualize existing data of the small sub-quarters to gain valuable insights about the participation of those residents",,"https://opendatahackdays.slack.com/archives/C01E9EPJW9Z",,,"https://docs.google.com/presentation/d/e/2PACX-1vTEFsVtGKn4M3sMCHMefoHhiHulghhS469wC0Tv2Z_e77CZvWB6hfz64yEl6T6ESZsGCaAFngL2_7g-/pub?start=false&loop=false&delayms=3000/embed","ALiebrich","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/618","104: Flat finder for seniors","41","Researching","0","Enabling seniors to find a place that fits their needs.",,"https://opendatahackdays.slack.com/archives/C01EZ3ZHYKA",,"https://github.com/kimmintu/data-challenge","https://hack.opendata.ch/project/618","luca_h","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/613","105: Netto- Null in den Quartieren? ","37","Researching","0","Visualisierung des Ist-Zustands als beitrag zur Energiewende in den Quartieren der Satdt Luzern ",,"https://opendatahackdays.slack.com/archives/C01E6619BJR",,,"https://docs.google.com/presentation/d/e/2PACX-1vR2IADtstpaFOHnmQTL8icISUHygXyjsl6StcL5uCiq6DDuzHln1mewutr2LzN1dn0CdjOCHpqIVNCb/embed?start=false&loop=false&delayms=3000","AlexandraYanina","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/612","01. From 2D to 3D-Underground-Data","0","Challenge","-1","Combine and transform given 2D fresh water and sewage system plans into a 3D model. ",,,"https://github.com/Ermaconomist/hackathon-shape-my-city/blob/main/02_img/Bildschirmfoto%202020-10-16%20um%2011.42.27.png?raw=true","https://github.com/Ermaconomist/hackathon-shape-my-city",,"nico","https://hack.opendata.ch/event/35","Shape My City"
11.12.20,"https://bd.hack4socialgood.ch/project/9","Cubo - Nimm dein Leben in die Hand","143","Launching","30","Ein Würfel, mit dem du in anspruchsvollen Zeiten achtsam dein Leben in die Hand nehmen kannst ",,"https://teams.microsoft.com/l/channel/19%3aeaf3eabad72d48f3a7ae7d202b719960%40thread.tacv2/4%2520-%2520Cubo?groupId=3d98937a-5aef-4b17-83cc-99e185b19533&tenantId=d6a1cf8c-768e-4187-a738-b6e50c4deb4a","https://bernerfachhochschule.sharepoint.com/sites/s-hack4socialgood-event/Freigegebene%20Dokumente/4%20-%20Cubo/CuboLogo.png",,"https://tube.switch.ch/embed/5cb00efb","huembelin","https://bd.hack4socialgood.ch/event/1","Hack4SocialGood"
11.12.20,"https://bd.hack4socialgood.ch/project/44","Care giver portal","123","Promoting","40","Supporting job searches with a more transparent marketplace",,"https://teams.microsoft.com/l/channel/19%3a75b56ae9a23f4af79bdbbbdcf5997653%40thread.tacv2/2%2520-%252024%2520hours%2520care?groupId=3d98937a-5aef-4b17-83cc-99e185b19533&tenantId=d6a1cf8c-768e-4187-a738-b6e50c4deb4a","https://dl.airtable.com/.formViewCoverImages/67ae4a61fafddcf7ce8c979fd578076d/2142c67d","https://github.com/tholzgang/Caritas-Challenge","https://speakerdeck.com/player/15118736799f44a7bb91b7e23d748f99?title=false&skipResize=true","oleg","https://bd.hack4socialgood.ch/event/1","Hack4SocialGood"
11.12.20,"https://bd.hack4socialgood.ch/project/1","Asylum Seekers' Profiles Visualization","114","Supporting","50","Tool zur Unterstützung von Sozialarbeiter*innen bei der Begleitung von Asylsuchenden und Flüchtlingen",,"https://teams.microsoft.com/l/channel/19%3a34cb8f6bdfcc48d7806accfde13a0c2f%40thread.tacv2/3%2520-%2520Asylum%2520Seekers%2520Profiles%2520Visualization?groupId=3d98937a-5aef-4b17-83cc-99e185b19533&tenantId=d6a1cf8c-768e-4187-a738-b6e50c4deb4a","http://drive.google.com/uc?export=view&id=1QcaSJFeibR2FULrV2quVd_8U7l6PrO8s","https://github.com/huembelin/asylumSeeker","https://johanneshool.github.io/asylumseeker/","huembelin","https://bd.hack4socialgood.ch/event/1","Hack4SocialGood"
11.12.20,"https://bd.hack4socialgood.ch/project/5","Social Assistance Expenditures","106","Supporting","50",,,"https://teams.microsoft.com/l/channel/19%3a8c2241b618cb47a0874d032e08928d56%40thread.tacv2/8%2520-%2520Social%2520Assistance%2520Expenditures?groupId=3d98937a-5aef-4b17-83cc-99e185b19533&tenantId=d6a1cf8c-768e-4187-a738-b6e50c4deb4a","http://drive.google.com/uc?export=view&id=1M_Imlcj5dCrdiipAxRlwvBfQ4ZAq0lLw","https://web.tresorit.com/l/PNtgs#q1ra3_7U2pAr-PvhDDCDyg","https://tube.switch.ch/embed/616bebf0","huembelin","https://bd.hack4socialgood.ch/event/1","Hack4SocialGood"
11.12.20,"https://bd.hack4socialgood.ch/project/43","Poverty and Inequality data visualization","103","Promoting","40","Entwicklung eines Dashboard für visuellen Zugang und Abgleich von Sozial- und Angebotsindikatoren.",,"https://teams.microsoft.com/l/channel/19%3a1aefac3a07b14a2aa942e38e3c74ba2a%40thread.tacv2/8%2520-%2520Poverty%2520and%2520Inequality?groupId=3d98937a-5aef-4b17-83cc-99e185b19533&tenantId=d6a1cf8c-768e-4187-a738-b6e50c4deb4a",,"https://github.com/dhevenstone/inequalities","https://tube.switch.ch/embed/26c59bc2","ordeldoi","https://bd.hack4socialgood.ch/event/1","Hack4SocialGood"
